
---------- Begin Simulation Statistics ----------
simSeconds                                   0.081778                       # Number of seconds simulated (Second)
simTicks                                  81777777750                       # Number of ticks simulated (Tick)
finalTick                                141628682500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    906.37                       # Real time elapsed on the host (Second)
hostTickRate                                 90225186                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8585416                       # Number of bytes of host memory used (Byte)
simInsts                                    377497728                       # Number of instructions simulated (Count)
simOps                                      763383191                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   416492                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     842238                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           250                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu0.numCycles                       327111111                       # Number of cpu cycles simulated (Cycle)
system.cpu0.cpi                              0.999864                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu0.ipc                              1.000136                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      662700295                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                       1                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     662700223                       # Number of instructions issued (Count)
system.cpu0.squashedInstsExamined                  66                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined               87                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.numIssuedDist::samples          327110796                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.025920                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.388449                       # Number of insts issued each cycle (Count)
system.l2cache1.demandAvgMshrMissLatency::total 75536.930193                       # average overall mshr miss latency ((Tick/Count))
system.l2cache1.overallAvgMshrMissLatency::cpu0.inst 68437.500000                       # average overall mshr miss latency ((Tick/Count))
system.l2cache1.overallAvgMshrMissLatency::cpu0.data 75536.984356                       # average overall mshr miss latency ((Tick/Count))
system.l2cache1.overallAvgMshrMissLatency::l2cache1.prefetcher 74425.285740                       # average overall mshr miss latency ((Tick/Count))
system.l2cache1.overallAvgMshrMissLatency::total 74981.114857                       # average overall mshr miss latency ((Tick/Count))
system.l2cache1.replacements                  1048583                       # number of replacements (Count)
system.l2cache1.CleanEvict.mshrMisses::writebacks            5                       # number of CleanEvict MSHR misses (Count)
system.l2cache1.CleanEvict.mshrMisses::total            5                       # number of CleanEvict MSHR misses (Count)
system.l2cache1.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache1.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.l2cache1.HardPFReq.mshrMisses::l2cache1.prefetcher       524287                       # number of HardPFReq MSHR misses (Count)
system.l2cache1.HardPFReq.mshrMisses::total       524287                       # number of HardPFReq MSHR misses (Count)
system.l2cache1.HardPFReq.mshrMissLatency::l2cache1.prefetcher  39020209785                       # number of HardPFReq MSHR miss ticks (Tick)
system.l2cache1.HardPFReq.mshrMissLatency::total  39020209785                       # number of HardPFReq MSHR miss ticks (Tick)
system.l2cache1.HardPFReq.mshrMissRate::l2cache1.prefetcher          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.l2cache1.HardPFReq.mshrMissRate::total          inf                       # mshr miss rate for HardPFReq accesses (Ratio)
system.l2cache1.HardPFReq.avgMshrMissLatency::l2cache1.prefetcher 74425.285740                       # average HardPFReq mshr miss latency ((Tick/Count))
system.l2cache1.HardPFReq.avgMshrMissLatency::total 74425.285740                       # average HardPFReq mshr miss latency ((Tick/Count))
system.l2cache1.ReadExReq.misses::cpu0.data            1                       # number of ReadExReq misses (Count)
system.l2cache1.ReadExReq.misses::total             1                       # number of ReadExReq misses (Count)
system.l2cache1.ReadExReq.missLatency::cpu0.data        27250                       # number of ReadExReq miss ticks (Tick)
system.l2cache1.ReadExReq.missLatency::total        27250                       # number of ReadExReq miss ticks (Tick)
system.l2cache1.ReadExReq.accesses::cpu0.data            1                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache1.ReadExReq.accesses::total            1                       # number of ReadExReq accesses(hits+misses) (Count)
system.l2cache1.ReadExReq.missRate::cpu0.data            1                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache1.ReadExReq.missRate::total            1                       # miss rate for ReadExReq accesses (Ratio)
system.l2cache1.ReadExReq.avgMissLatency::cpu0.data        27250                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache1.ReadExReq.avgMissLatency::total        27250                       # average ReadExReq miss latency ((Tick/Count))
system.l2cache1.ReadExReq.mshrMisses::cpu0.data            1                       # number of ReadExReq MSHR misses (Count)
system.l2cache1.ReadExReq.mshrMisses::total            1                       # number of ReadExReq MSHR misses (Count)
system.l2cache1.ReadExReq.mshrMissLatency::cpu0.data        22250                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2cache1.ReadExReq.mshrMissLatency::total        22250                       # number of ReadExReq MSHR miss ticks (Tick)
system.l2cache1.ReadExReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2cache1.ReadExReq.mshrMissRate::total            1                       # mshr miss rate for ReadExReq accesses (Ratio)
system.l2cache1.ReadExReq.avgMshrMissLatency::cpu0.data        22250                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2cache1.ReadExReq.avgMshrMissLatency::total        22250                       # average ReadExReq mshr miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.hits::cpu0.data       524287                       # number of ReadSharedReq hits (Count)
system.l2cache1.ReadSharedReq.hits::total       524287                       # number of ReadSharedReq hits (Count)
system.l2cache1.ReadSharedReq.misses::cpu0.inst            4                       # number of ReadSharedReq misses (Count)
system.l2cache1.ReadSharedReq.misses::cpu0.data       524295                       # number of ReadSharedReq misses (Count)
system.l2cache1.ReadSharedReq.misses::total       524299                       # number of ReadSharedReq misses (Count)
system.l2cache1.ReadSharedReq.missLatency::cpu0.inst       298750                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache1.ReadSharedReq.missLatency::cpu0.data  42225166500                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache1.ReadSharedReq.missLatency::total  42225465250                       # number of ReadSharedReq miss ticks (Tick)
system.l2cache1.ReadSharedReq.accesses::cpu0.inst            4                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache1.ReadSharedReq.accesses::cpu0.data      1048582                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache1.ReadSharedReq.accesses::total      1048586                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.l2cache1.ReadSharedReq.missRate::cpu0.inst            1                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.missRate::cpu0.data     0.500004                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.missRate::total     0.500006                       # miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.avgMissLatency::cpu0.inst 74687.500000                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.avgMissLatency::cpu0.data 80537.038309                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.avgMissLatency::total 80536.993681                       # average ReadSharedReq miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.mshrMisses::cpu0.inst            4                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache1.ReadSharedReq.mshrMisses::cpu0.data       524295                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache1.ReadSharedReq.mshrMisses::total       524299                       # number of ReadSharedReq MSHR misses (Count)
system.l2cache1.ReadSharedReq.mshrMissLatency::cpu0.inst       273750                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache1.ReadSharedReq.mshrMissLatency::cpu0.data  39603716500                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache1.ReadSharedReq.mshrMissLatency::total  39603990250                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.l2cache1.ReadSharedReq.mshrMissRate::cpu0.inst            1                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.mshrMissRate::cpu0.data     0.500004                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.mshrMissRate::total     0.500006                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.l2cache1.ReadSharedReq.avgMshrMissLatency::cpu0.inst 68437.500000                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.avgMshrMissLatency::cpu0.data 75537.085992                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache1.ReadSharedReq.avgMshrMissLatency::total 75537.031827                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.l2cache1.WritebackDirty.hits::writebacks           14                       # number of WritebackDirty hits (Count)
system.l2cache1.WritebackDirty.hits::total           14                       # number of WritebackDirty hits (Count)
system.l2cache1.WritebackDirty.accesses::writebacks           14                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache1.WritebackDirty.accesses::total           14                       # number of WritebackDirty accesses(hits+misses) (Count)
system.l2cache1.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache1.prefetcher.demandMshrMisses       524300                       # demands not covered by prefetchs (Count)
system.l2cache1.prefetcher.pfIssued            524287                       # number of hwpf issued (Count)
system.l2cache1.prefetcher.pfUseful            524287                       # number of useful prefetch (Count)
system.l2cache1.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.l2cache1.prefetcher.accuracy                 1                       # accuracy of the prefetcher (Count)
system.l2cache1.prefetcher.coverage          0.499994                       # coverage brought by this prefetcher (Count)
system.l2cache1.prefetcher.pfHitInCache             0                       # number of prefetches hitting in cache (Count)
system.l2cache1.prefetcher.pfHitInMSHR              0                       # number of prefetches hitting in a MSHR (Count)
system.l2cache1.prefetcher.pfHitInWB                0                       # number of prefetches hit in the Write Buffer (Count)
system.l2cache1.prefetcher.pfLate                   0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.l2cache1.prefetcher.pfIdentified        524287                       # number of prefetch candidates identified (Count)
system.l2cache1.prefetcher.pfBufferHit              0                       # number of redundant prefetches already in prefetch queue (Count)
system.l2cache1.prefetcher.pfInCache                0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.l2cache1.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.l2cache1.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.l2cache1.prefetcher.pfSpanPage               1                       # number of prefetches that crossed the page (Count)
system.l2cache1.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.l2cache1.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache1.tags.tagsInUse                   2048                       # Average ticks per tags in use ((Tick/Count))
system.l2cache1.tags.totalRefs                2620423                       # Total number of references to valid blocks. (Count)
system.l2cache1.tags.sampledRefs              1048583                       # Sample count of references to valid blocks. (Count)
system.l2cache1.tags.avgRefs                 2.499013                       # Average number of references to valid blocks. ((Count/Count))
system.l2cache1.tags.warmupTick                     0                       # The tick when the warmup percentage was hit. (Tick)
system.l2cache1.tags.occupancies::cpu0.inst     0.008204                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache1.tags.occupancies::cpu0.data  1024.989515                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache1.tags.occupancies::cpu0.dcache.prefetcher     0.006123                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache1.tags.occupancies::l2cache1.prefetcher  1022.996157                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.l2cache1.tags.avgOccs::cpu0.inst      0.000004                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache1.tags.avgOccs::cpu0.data      0.500483                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache1.tags.avgOccs::cpu0.dcache.prefetcher     0.000003                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache1.tags.avgOccs::l2cache1.prefetcher     0.499510                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache1.tags.avgOccs::total                 1                       # Average percentage of cache occupancy ((Ratio/Tick))
system.l2cache1.tags.occupanciesTaskId::1022         1024                       # Occupied blocks per task id (Count)
system.l2cache1.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.l2cache1.tags.ageTaskId_1022::0             24                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ageTaskId_1022::1            212                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ageTaskId_1022::2            788                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ageTaskId_1024::0             25                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ageTaskId_1024::1            212                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ageTaskId_1024::2            787                       # Occupied blocks per task id, per block age (Count)
system.l2cache1.tags.ratioOccsTaskId::1022     0.500000                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2cache1.tags.ratioOccsTaskId::1024     0.500000                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2cache1.tags.tagAccesses              9437263                       # Number of tag accesses (Count)
system.l2cache1.tags.dataAccesses             9437263                       # Number of data accesses (Count)
system.l2cache1.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache2.avgMshrOccupancy                    0                       # number of MSHRs occupancy (Count)
system.l2cache2.blockedCycles::no_mshrs             0                       # number of cycles access was blocked (Cycle)
system.l2cache2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache2.blockedCauses::no_mshrs             0                       # number of times access was blocked (Count)
system.l2cache2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache2.avgBlocked::no_mshrs              nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache2.avgBlocked::no_targets            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache2.replacements                        0                       # number of replacements (Count)
system.l2cache2.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache2.prefetcher.demandMshrMisses            0                       # demands not covered by prefetchs (Count)
system.l2cache2.prefetcher.pfIssued                 0                       # number of hwpf issued (Count)
system.l2cache2.prefetcher.pfUseful                 0                       # number of useful prefetch (Count)
system.l2cache2.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.l2cache2.prefetcher.accuracy               nan                       # accuracy of the prefetcher (Count)
system.l2cache2.prefetcher.coverage               nan                       # coverage brought by this prefetcher (Count)
system.l2cache2.prefetcher.pfHitInCache             0                       # number of prefetches hitting in cache (Count)
system.l2cache2.prefetcher.pfHitInMSHR              0                       # number of prefetches hitting in a MSHR (Count)
system.l2cache2.prefetcher.pfHitInWB                0                       # number of prefetches hit in the Write Buffer (Count)
system.l2cache2.prefetcher.pfLate                   0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.l2cache2.prefetcher.pfIdentified             0                       # number of prefetch candidates identified (Count)
system.l2cache2.prefetcher.pfBufferHit              0                       # number of redundant prefetches already in prefetch queue (Count)
system.l2cache2.prefetcher.pfInCache                0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.l2cache2.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.l2cache2.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.l2cache2.prefetcher.pfSpanPage               0                       # number of prefetches that crossed the page (Count)
system.l2cache2.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.l2cache2.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l2cache2.tags.tagsInUse                      0                       # Average ticks per tags in use ((Tick/Count))
system.l2cache2.tags.totalRefs                      0                       # Total number of references to valid blocks. (Count)
system.l2cache2.tags.sampledRefs                    0                       # Sample count of references to valid blocks. (Count)
system.l2cache2.tags.avgRefs                      nan                       # Average number of references to valid blocks. ((Count/Count))
system.l2cache2.tags.warmupTick                     0                       # The tick when the warmup percentage was hit. (Tick)
system.l2cache2.tags.tagAccesses                    0                       # Number of tag accesses (Count)
system.l2cache2.tags.dataAccesses                   0                       # Number of data accesses (Count)
system.l2cache2.tags.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.transDist::ReadResp              1048582                       # Transaction distribution (Count)
system.l3bus.transDist::WritebackDirty             28                       # Transaction distribution (Count)
system.l3bus.transDist::CleanEvict            2097137                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq                   1                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp                  1                       # Transaction distribution (Count)
system.l3bus.transDist::ReadSharedReq         1048586                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache1.mem_side_port::system.l3cache.cpu_side_port      3145752                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktCount::total                  3145752                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktSize_system.l2cache1.mem_side_port::system.l3cache.cpu_side_port    134220416                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.pktSize::total                 134220416                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.snoops                           1048583                       # Total snoops (Count)
system.l3bus.snoopTraffic                        1792                       # Total snoop traffic (Byte)
system.l3bus.snoopFanout::samples             2097170                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::mean               0.000003                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::stdev              0.001691                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::0                   2097164    100.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::1                         6      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::total               2097170                       # Request fanout histogram (Count)
system.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED 223236668750                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.reqLayer0.occupancy            524306250                       # Layer occupancy (ticks) (Tick)
system.l3bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l3bus.respLayer0.occupancy          1571825917                       # Layer occupancy (ticks) (Tick)
system.l3bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l3bus.snoop_filter.totRequests         2097169                       # Total number of requests made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleRequests      1048582                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3bus.snoop_filter.totSnoops                 6                       # Total number of snoops made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleSnoops            6                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3cache.avgMshrOccupancy              0.206653                       # number of MSHRs occupancy (Count)
system.l3cache.demandMisses::cpu0.inst              4                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu0.data         524296                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::l2cache1.prefetcher       524287                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::total            1048587                       # number of demand (read+write) misses (Count)
system.l3cache.overallMisses::cpu0.inst             4                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu0.data        524296                       # number of overall misses (Count)
system.l3cache.overallMisses::l2cache1.prefetcher       524287                       # number of overall misses (Count)
system.l3cache.overallMisses::total           1048587                       # number of overall misses (Count)
system.l3cache.demandMissLatency::cpu0.inst       245000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu0.data  36589065500                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::l2cache1.prefetcher  38660155750                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::total   75249466250                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.overallMissLatency::cpu0.inst       245000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu0.data  36589065500                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::l2cache1.prefetcher  38660155750                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::total  75249466250                       # number of overall miss ticks (Tick)
system.l3cache.demandAccesses::cpu0.inst            4                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu0.data       524296                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::l2cache1.prefetcher       524287                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::total          1048587                       # number of demand (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu0.inst            4                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu0.data       524296                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::l2cache1.prefetcher       524287                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::total         1048587                       # number of overall (read+write) accesses (Count)
system.l3cache.demandMissRate::cpu0.inst            1                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu0.data            1                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::l2cache1.prefetcher            1                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::total                1                       # miss rate for demand accesses (Ratio)
system.l3cache.overallMissRate::cpu0.inst            1                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu0.data            1                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::l2cache1.prefetcher            1                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::total               1                       # miss rate for overall accesses (Ratio)
system.l3cache.demandAvgMissLatency::cpu0.inst        61250                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu0.data 69787.039192                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::l2cache1.prefetcher 73738.535859                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::total 71762.730465                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu0.inst        61250                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu0.data 69787.039192                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::l2cache1.prefetcher 73738.535859                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::total 71762.730465                       # average overall miss latency ((Tick/Count))
system.l3cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l3cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.writebacks::writebacks              14                       # number of writebacks (Count)
system.l3cache.writebacks::total                   14                       # number of writebacks (Count)
system.l3cache.demandMshrMisses::cpu0.inst            4                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::cpu0.data       524296                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::l2cache1.prefetcher       524287                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::total        1048587                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu0.inst            4                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu0.data       524296                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::l2cache1.prefetcher       524287                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::total       1048587                       # number of overall MSHR misses (Count)
system.l3cache.demandMshrMissLatency::cpu0.inst       245000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::cpu0.data  36589065500                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::l2cache1.prefetcher  38660155750                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::total  75249466250                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu0.inst       245000                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu0.data  36589065500                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::l2cache1.prefetcher  38660155750                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::total  75249466250                       # number of overall MSHR miss ticks (Tick)
system.l3cache.demandMshrMissRate::cpu0.inst            1                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::cpu0.data            1                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::l2cache1.prefetcher            1                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.demandMshrMissRate::total            1                       # mshr miss ratio for demand accesses (Ratio)
system.l3cache.overallMshrMissRate::cpu0.inst            1                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::cpu0.data            1                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::l2cache1.prefetcher            1                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.overallMshrMissRate::total            1                       # mshr miss ratio for overall accesses (Ratio)
system.l3cache.demandAvgMshrMissLatency::cpu0.inst        61250                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::cpu0.data 69787.039192                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::l2cache1.prefetcher 73738.535859                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.demandAvgMshrMissLatency::total 71762.730465                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::cpu0.inst        61250                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::cpu0.data 69787.039192                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::l2cache1.prefetcher 73738.535859                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.overallAvgMshrMissLatency::total 71762.730465                       # average overall mshr miss latency ((Tick/Count))
system.l3cache.replacements                   1048583                       # number of replacements (Count)
system.l3cache.CleanEvict.mshrMisses::writebacks            5                       # number of CleanEvict MSHR misses (Count)
